combo,baseline,N,stratum,mean,std6,n_pids
math1k_Qwen2.5-3B,T0.8,4,L1,0.9581588520177046,0.0021249943392541255,199
math1k_Qwen2.5-3B,T0.8,4,L2,0.7590975738621912,0.0029050043855799695,199
math1k_Qwen2.5-3B,T0.8,4,L3,0.5922285086979193,0.003885036950991165,199
math1k_Qwen2.5-3B,T0.8,4,L4,0.4279419857177467,0.0029541945945871307,203
math1k_Qwen2.5-3B,T0.8,4,L5,0.14633159972921325,0.003542502543789019,200
math1k_Qwen2.5-3B,T0.8,4,overall,0.5757260450275304,0.0031405547814354114,1000
math1k_Qwen2.5-3B,T0.9,4,L1,0.951668064860343,0.0018121938963133067,199
math1k_Qwen2.5-3B,T0.9,4,L2,0.7350502533563592,0.0032371033496987707,199
math1k_Qwen2.5-3B,T0.9,4,L3,0.5674797647166218,0.003478578578933404,199
math1k_Qwen2.5-3B,T0.9,4,L4,0.4074439009240934,0.001056665803838427,203
math1k_Qwen2.5-3B,T0.9,4,L5,0.1468767385285658,0.0016032926209463968,200
math1k_Qwen2.5-3B,T0.9,4,overall,0.5606718780970356,0.0024264342053415275,1000
math1k_Qwen2.5-3B,T1.0,4,L1,0.9433137925600686,0.0019047928133445603,199
math1k_Qwen2.5-3B,T1.0,4,L2,0.6954686672862,0.003136816666008364,199
math1k_Qwen2.5-3B,T1.0,4,L3,0.5303269864116144,0.0028700788279889017,199
math1k_Qwen2.5-3B,T1.0,4,L4,0.3825499494621234,0.0009130642526953909,203
math1k_Qwen2.5-3B,T1.0,4,L5,0.13883680779098842,0.0017826283946567967,200
math1k_Qwen2.5-3B,T1.0,4,overall,0.5370777811043275,0.0022636535300276516,1000
math1k_Qwen2.5-3B,T1.1,4,L1,0.9269908599717733,0.0021315638140757503,199
math1k_Qwen2.5-3B,T1.1,4,L2,0.6420208715382882,0.0026496605955952175,199
math1k_Qwen2.5-3B,T1.1,4,L3,0.47909164452033,0.002498744468344533,199
math1k_Qwen2.5-3B,T1.1,4,L4,0.34034791020240657,0.0026374825145380125,203
math1k_Qwen2.5-3B,T1.1,4,L5,0.12949826619355007,0.0026275158489743344,200
math1k_Qwen2.5-3B,T1.1,4,overall,0.5025628508398465,0.002517278204621611,1000
math1k_Qwen2.5-3B,T1.2,4,L1,0.896792995564053,0.0022566463441246816,199
math1k_Qwen2.5-3B,T1.2,4,L2,0.5525614238668614,0.002631300511587195,199
math1k_Qwen2.5-3B,T1.2,4,L3,0.39614391929611964,0.002538891131183443,199
math1k_Qwen2.5-3B,T1.2,4,L4,0.281590384027075,0.0043777740197441595,203
math1k_Qwen2.5-3B,T1.2,4,L5,0.10936632137124737,0.001935408980261729,200
math1k_Qwen2.5-3B,T1.2,4,overall,0.44629028163842543,0.002883332770724617,1000
math1k_Qwen2.5-3B,random_T,4,L1,0.9613204944622975,0.0027936829381682605,199
math1k_Qwen2.5-3B,random_T,4,L2,0.7599403309437699,0.002608803686228197,199
math1k_Qwen2.5-3B,random_T,4,L3,0.5876832134098163,0.005922366246417366,199
math1k_Qwen2.5-3B,random_T,4,L4,0.40557779581324244,0.004969897249408369,203
math1k_Qwen2.5-3B,random_T,4,L5,0.12059201586060225,0.005214331677405344,200
math1k_Qwen2.5-3B,random_T,4,overall,0.5659305594465696,0.0045099035458813054,1000
math1k_Qwen2.5-3B,equal_mix,4,L1,0.9896252093802347,0.0009508952117140912,199
math1k_Qwen2.5-3B,equal_mix,4,L2,0.846349804578448,0.0025705691348158017,199
math1k_Qwen2.5-3B,equal_mix,4,L3,0.6624738274706867,0.0032352786528451753,199
math1k_Qwen2.5-3B,equal_mix,4,L4,0.4213362068965516,0.004334783910970791,203
math1k_Qwen2.5-3B,equal_mix,4,L5,0.08526736111111106,0.002061949281132538,200
math1k_Qwen2.5-3B,equal_mix,4,overall,0.5997760416666668,0.002870992919931016,1000
math1k_Qwen2.5-3B,T0.1,8,L1,0.9995358743060575,0.000212463034159407,199
math1k_Qwen2.5-3B,T0.1,8,L2,0.9414358535403982,0.0020578336122795316,199
math1k_Qwen2.5-3B,T0.1,8,L3,0.7425550130793398,0.004896971488344903,199
math1k_Qwen2.5-3B,T0.1,8,L4,0.3811637476936888,0.004829842549381205,203
math1k_Qwen2.5-3B,T0.1,8,L5,0.046452729006802355,0.0016151773360908767,200
math1k_Qwen2.5-3B,T0.1,8,overall,0.6206886080274127,0.0032986341504208866,1000
math1k_Qwen2.5-3B,T0.2,8,L1,0.9972257123420786,0.00032645857022894356,199
math1k_Qwen2.5-3B,T0.2,8,L2,0.925996777175659,0.0013572384690218973,199
math1k_Qwen2.5-3B,T0.2,8,L3,0.7695711470260541,0.004052315866508857,199
math1k_Qwen2.5-3B,T0.2,8,L4,0.48507895166733356,0.00323656244412498,203
math1k_Qwen2.5-3B,T0.2,8,L5,0.08176981747014603,0.0019551564503251916,200
math1k_Qwen2.5-3B,T0.2,8,overall,0.6506909243547124,0.0025586398305313856,1000
math1k_Qwen2.5-3B,T0.3,8,L1,0.9943017426447652,0.00036331963494180245,199
math1k_Qwen2.5-3B,T0.3,8,L2,0.9110451094693874,0.0015410432542435778,199
math1k_Qwen2.5-3B,T0.3,8,L3,0.7679284839989178,0.0030225959781155273,199
math1k_Qwen2.5-3B,T0.3,8,L4,0.5339394954250352,0.0048659449092919695,203
math1k_Qwen2.5-3B,T0.3,8,L5,0.10833477267820853,0.003151953051022803,200
math1k_Qwen2.5-3B,T0.3,8,overall,0.6620384639934249,0.003018346454598838,1000
math1k_Qwen2.5-3B,T0.4,8,L1,0.9917708587406867,0.0009730167152471027,199
math1k_Qwen2.5-3B,T0.4,8,L2,0.8994289939260575,0.002466081239939833,199
math1k_Qwen2.5-3B,T0.4,8,L3,0.763954247830052,0.003962206167330325,199
math1k_Qwen2.5-3B,T0.4,8,L4,0.5488601073430398,0.004127532850550325,203
math1k_Qwen2.5-3B,T0.4,8,L5,0.13115568088309373,0.003292738428233159,200
math1k_Qwen2.5-3B,T0.4,8,overall,0.6660254039661182,0.003185842451960616,1000
math1k_Qwen2.5-3B,T0.5,8,L1,0.989605019839365,0.0014135388161552317,199
math1k_Qwen2.5-3B,T0.5,8,L2,0.8932548938451687,0.003890543732663949,199
math1k_Qwen2.5-3B,T0.5,8,L3,0.7573324985555693,0.004506757569923344,199
math1k_Qwen2.5-3B,T0.5,8,L4,0.5515253369804252,0.0036148577147076654,203
math1k_Qwen2.5-3B,T0.5,8,L5,0.1431380718154833,0.0027993346188634957,200
math1k_Qwen2.5-3B,T0.5,8,overall,0.6659855478059035,0.0034163588345912806,1000
math1k_Qwen2.5-3B,T0.6,8,L1,0.986292150327109,0.0009720993687800242,199
math1k_Qwen2.5-3B,T0.6,8,L2,0.8820792228487356,0.0031206899107611287,199
math1k_Qwen2.5-3B,T0.6,8,L3,0.746736786623877,0.0033482435873910675,199
math1k_Qwen2.5-3B,T0.6,8,L4,0.5505470541358982,0.0036506320748334923,203
math1k_Qwen2.5-3B,T0.6,8,L5,0.1555291928424655,0.0020333686876817733,200
math1k_Qwen2.5-3B,T0.6,8,overall,0.6632734143582251,0.00280879174085004,1000
math1k_Qwen2.5-3B,T0.7,8,L1,0.9835838178793589,0.0010397079278783765,199
math1k_Qwen2.5-3B,T0.7,8,L2,0.8703514379636389,0.0022229203572535776,199
math1k_Qwen2.5-3B,T0.7,8,L3,0.7321035760319113,0.002978841401965448,199
math1k_Qwen2.5-3B,T0.7,8,L4,0.5380959495839363,0.004237169799188858,203
math1k_Qwen2.5-3B,T0.7,8,L5,0.16587594376954562,0.004366734473898993,200
math1k_Qwen2.5-3B,T0.7,8,overall,0.6570303940625551,0.0032283948414471297,1000
math1k_Qwen2.5-3B,T0.8,8,L1,0.9810721771651177,0.0011007104933809329,199
math1k_Qwen2.5-3B,T0.8,8,L2,0.8585660463858901,0.0024753176341655914,199
math1k_Qwen2.5-3B,T0.8,8,L3,0.7117068504476279,0.0036423590852969166,199
math1k_Qwen2.5-3B,T0.8,8,L4,0.5275448163790087,0.003762086512214947,203
math1k_Qwen2.5-3B,T0.8,8,L5,0.16300466359767596,0.002099050515427233,200
math1k_Qwen2.5-3B,T0.8,8,overall,0.6474102001702026,0.002802645906947517,1000
math1k_Qwen2.5-3B,T0.9,8,L1,0.9760876564773883,0.0007071217331622849,199
math1k_Qwen2.5-3B,T0.9,8,L2,0.8373041570278655,0.0035591646973149203,199
math1k_Qwen2.5-3B,T0.9,8,L3,0.6848449358721287,0.004980126595465865,199
math1k_Qwen2.5-3B,T0.9,8,L4,0.5025502647057617,0.002932615825158945,203
